policy_number,transaction_type,policy_status,policy_issuance_type,policy_term_yrs,product_uin,product_name,plan_name,member_id,vehicle_id,policy_type,policy_procurement_area,policy_issue_date,policy_start_date,policy_end_date,policy_expiry_date,policy_cancellation_termination_date,policy_renewal_indicator,previous_policy_number,first_policy_number,joining_date,renewal_date,total_premium_amt,od_premium_amt,tp_premium_amt,premium_loading_indicator,loading_description,total_loading_amount,premium_paid_till_date,sum_insured_amt,insured_declared_value_amt,basic_premium_rate,no_claim_bonus,deductible_compulsory_amt,deductible_voluntary_amt,zero_depreciation_flag,engine_protect_flag,rti_flag,roadside_assist_flag,key_protect_flag,pa_other_driver_flag,pa_paid_driver_flag,pa_passenger_flag,pa_owner_driver_limit_amt,distribution_channel,agent_id,partner_id,underwriting_approval_id,payment_frequency,covered_vehicle_usage,insurer_proposer_id,proposer_id,proposer_risk_commencement_date,proposer_risk_end_date,proposer_mobile_no
POL-0014116,PR,In Force (IF),Underwritten (U),1,UIN-452,Motor Insurance,Third-Party,MEM-12097,VEH-14823,Third-Party Only,Urban,2025-01-16,2025-01-16,2026-01-16,2026-01-20,,Y,POL-7376878,POL-3058098,2025-01-16,2026-01-16,3227.05,0.0,3227.05,N,,0.0,3227.05,723038.97,723038.97,0.0258245106095089,25,500,0,0,0,0,1,1,0,0,1,1500000,Agent,AG-1482,PT-1176,UW-1010,Annually,Private,IP-61749,MEM-12097,2025-01-16,2026-01-16,97056378415
POL-0014117,PR,In Force (IF),Underwritten (U),1,UIN-251,Motor Insurance,Third-Party,MEM-10685,VEH-14637,Third-Party Only,Metro,2025-01-12,2025-01-12,2026-01-12,2026-01-19,,Y,POL-4823593,POL-8170771,2025-01-12,2026-01-12,3844.84,0.0,3844.84,X,,0.0,3844.84,410964.94,410964.94,0.0241930298477661,25,500,0,0,0,0,0,0,1,0,1,1500000,Agent,AG-1114,PT-1888,UW-1260,Annually,Private,IP-58652,MEM-10685,2025-01-12,2026-01-12,98254000953
POL-0014118,NB,Expired (XP),Underwritten (U),1,UIN-302,Motor Insurance,Comprehensive,MEM-10217,VEH-14177,Comprehensive,Rural,2024-06-07,2024-06-07,2025-06-07,2025-06-07,,N,,POL-0014118,2024-06-07,,15157.46,8539.77,5807.74,Y,Young driver surcharge,809.95,15157.46,379391.87,379391.87,0.0225090982939241,0,500,1500,1,0,1,0,1,1,1,0,1500000,Bancassurance,AG-1199,PT-1930,UW-1524,Annually,Private,IP-22122,MEM-10217,2024-06-07,2025-06-07,99835367363
POL-0014119,NB,Expired (XP),Standard (S),1,UIN-405,Motor Insurance,Comprehensive,MEM-13173,VEH-12862,Comprehensive,Urban,2024-09-25,2024-09-25,2025-09-25,2025-09-30,,N,,POL-0014119,2024-09-25,,10598.56,8035.72,2562.84,N,,0.0,3568.86,334319.98,334319.98,0.0240360150374232,0,500,0,0,1,0,1,0,1,1,1,1500000,Broker,AG-1238,PT-1307,UW-1785,Annually,Private,IP-78984,MEM-13173,2024-09-25,2025-09-25,98569355054
POL-0014120,PR,Expired (XP),Standard (S),1,UIN-652,Motor Insurance,Comprehensive,MEM-12998,VEH-14978,Comprehensive,Urban,2024-06-28,2024-06-28,2025-06-28,2025-06-28,,N,POL-2475457,POL-3792464,2024-06-28,,8733.18,4966.56,3766.62,N,,0.0,8733.18,326276.26,326276.26,0.0152219580484845,0,500,2000,0,0,0,1,0,0,1,1,1500000,Direct Online,AG-1577,PT-1395,UW-1804,Monthly,Private,IP-49688,MEM-12998,2024-06-28,2025-06-28,98297513675
POL-0014121,PR,In Force (IF),Underwritten (U),1,UIN-503,Motor Insurance,Standalone OD,MEM-11354,VEH-10135,Stand-alone OD,Urban,2025-05-28,2025-05-28,2026-05-28,2026-05-30,,Y,POL-9905016,POL-8341120,2025-05-28,2026-05-28,7876.88,7876.88,0.0,X,,0.0,7876.88,560339.93,560339.93,0.0175716549307159,20,700,2000,0,0,0,1,0,1,0,0,1500000,Direct Online,AG-1573,PT-1678,UW-1818,Annually,Private,IP-66043,MEM-11354,2025-05-28,2026-05-28,99172517484
POL-0014122,NB,In Force (IF),Standard (S),1,UIN-659,Motor Insurance,Comprehensive,MEM-10289,VEH-12952,Comprehensive,Metro,2025-08-02,2025-08-02,2026-08-02,2026-08-02,,Y,,POL-0014122,2025-08-02,2026-08-02,32126.64,30520.38,1606.26,X,,0.0,32126.64,997677.27,997677.27,0.0305914367918051,0,1000,0,0,1,1,0,0,0,1,1,1500000,Direct Online,AG-1085,PT-1256,UW-1990,Annually,Private,IP-20593,MEM-10289,2025-08-02,2026-08-02,98209134565
POL-0014123,NB,In Force (IF),Standard (S),1,UIN-702,Motor Insurance,Comprehensive,MEM-10577,VEH-12045,Comprehensive,Metro,2025-04-30,2025-04-30,2026-04-30,2026-05-07,,Y,,POL-0014123,2025-04-30,2026-04-30,29028.6,24808.0,4220.6,X,,0.0,29028.6,590748.06,590748.06,0.0419942053333421,0,1000,1500,0,0,1,1,0,0,0,0,1500000,Direct Online,AG-1790,PT-1229,UW-1127,Annually,Private,IP-43368,MEM-10577,2025-04-30,2026-04-30,99274264331
POL-0014124,PR,In Force (IF),Standard (S),1,UIN-271,Motor Insurance,Comprehensive,MEM-12042,VEH-11816,Comprehensive,Metro,2024-12-04,2024-12-04,2025-12-04,2025-12-06,,Y,POL-6295749,POL-4070042,2024-12-04,2025-12-04,14416.5,11279.42,2104.19,Y,High risk zone,1032.89,14416.5,591082.59,591082.59,0.0346957268289184,45,1000,1500,1,1,1,0,0,0,1,1,1500000,Broker,AG-1373,PT-1491,UW-1698,Annually,Private,IP-75312,MEM-12042,2024-12-04,2025-12-04,97295873436
POL-0014125,PR,In Force (IF),Underwritten (U),1,UIN-796,Motor Insurance,Standalone OD,MEM-13037,VEH-14518,Stand-alone OD,Metro,2025-08-10,2025-08-10,2026-08-10,2026-08-15,,Y,POL-2473895,POL-7045599,2025-08-10,2026-08-10,9365.86,9365.86,0.0,N,,0.0,9365.86,755387.69,755387.69,0.0165316580872904,25,500,1500,0,0,0,1,0,0,1,1,1500000,Broker,AG-1451,PT-1727,UW-1816,Annually,Private,IP-31434,MEM-13037,2025-08-10,2026-08-10,98321429210
POL-0014126,PR,In Force (IF),Standard (S),1,UIN-422,Motor Insurance,Third-Party,MEM-13495,VEH-10958,Third-Party Only,Urban,2025-02-01,2025-02-01,2026-02-01,2026-02-03,,Y,POL-4089487,POL-6741288,2025-02-01,2026-02-01,3587.89,0.0,3587.89,X,,0.0,3587.89,577952.92,577952.92,0.0226321659263271,50,0,0,0,0,0,0,0,0,0,1,1500000,Broker,AG-1546,PT-1454,UW-1024,Annually,Private,IP-92536,MEM-13495,2025-02-01,2026-02-01,98244495454
POL-0014127,NB,Expired (XP),Underwritten (U),1,UIN-777,Motor Insurance,Third-Party,MEM-13317,VEH-10911,Third-Party Only,Urban,2023-11-02,2023-11-02,2024-11-01,2024-11-08,,N,,POL-0014127,2023-11-02,,2899.22,0.0,2899.22,N,,0.0,2899.22,353056.31,353056.31,0.0324088746155256,0,1000,0,0,0,0,0,0,1,0,0,1500000,Direct Online,AG-1644,PT-1109,UW-1665,Annually,Private,IP-88063,MEM-13317,2023-11-02,2024-11-01,98239011167
POL-0014128,NB,In Force (IF),Underwritten (U),1,UIN-297,Motor Insurance,Comprehensive,MEM-10304,VEH-11899,Comprehensive,Urban,2025-07-19,2025-07-19,2026-07-19,2026-07-21,,Y,,POL-0014128,2025-07-19,2026-07-19,11311.62,7780.82,3530.8,N,,0.0,11311.62,474781.79,474781.79,0.0163881954593929,0,500,2000,1,0,0,0,0,1,0,0,1500000,Agent,AG-1288,PT-1815,UW-1547,Annually,Private,IP-56468,MEM-10304,2025-07-19,2026-07-19,97302639333
POL-0014129,PR,Expired (XP),Underwritten (U),1,UIN-931,Motor Insurance,Comprehensive,MEM-13165,VEH-13810,Comprehensive,Urban,2024-09-22,2024-09-22,2025-09-22,2025-09-29,,N,POL-1600959,POL-9173399,2024-09-22,,17383.7,14062.37,3321.33,N,,0.0,17383.7,416479.34,416479.34,0.0337648599621485,0,700,0,0,1,0,1,0,1,1,0,1500000,Bancassurance,AG-1765,PT-1005,UW-1634,Annually,Private,IP-91835,MEM-13165,2024-09-22,2025-09-22,98641107561
POL-0014130,PR,Terminated (TM),Standard (S),1,UIN-864,Motor Insurance,Standalone OD,MEM-12637,VEH-13327,Stand-alone OD,Urban,2024-10-14,2024-10-14,2025-10-14,2025-10-19,2025-10-14,X,POL-3201866,POL-7131129,2024-10-14,,26463.39,23769.68,0.0,Y,Young driver surcharge,2693.71,26463.39,979702.76,979702.76,0.0242621308569395,0,700,0,0,0,0,0,1,0,0,0,1500000,Direct Online,AG-1375,PT-1623,UW-1842,Annually,Private,IP-46447,MEM-12637,2024-10-14,2025-10-14,99649859476
POL-0014131,NB,Expired (XP),Standard (S),1,UIN-987,Motor Insurance,Standalone OD,MEM-13276,VEH-12891,Stand-alone OD,Metro,2024-07-18,2024-07-18,2025-07-18,2025-07-23,,N,,POL-0014131,2024-07-18,,10845.85,10845.85,0.0,X,,0.0,10845.85,537308.27,537308.27,0.020185518061189,0,1000,0,0,0,0,1,0,0,1,0,1500000,Bancassurance,AG-1465,PT-1287,UW-1950,Annually,Private,IP-82374,MEM-13276,2024-07-18,2025-07-18,98356551976
POL-0014132,NB,In Force (IF),Underwritten (U),1,UIN-408,Motor Insurance,Comprehensive,MEM-13010,VEH-11116,Comprehensive,Urban,2025-07-06,2025-07-06,2026-07-06,2026-07-10,,Y,,POL-0014132,2025-07-06,2026-07-06,15997.71,12582.71,3415.0,N,,0.0,15997.71,475682.81,475682.81,0.0264518890000369,0,0,1000,0,0,0,1,0,0,0,0,1500000,Agent,AG-1448,PT-1390,UW-1287,Annually,Private,IP-41608,MEM-13010,2025-07-06,2026-07-06,99410531247
POL-0014133,PR,In Force (IF),Underwritten (U),1,UIN-197,Motor Insurance,Standalone OD,MEM-12662,VEH-13080,Stand-alone OD,Urban,2024-12-15,2024-12-15,2025-12-15,2025-12-20,,Y,POL-2301953,POL-2600278,2024-12-15,2025-12-15,7367.43,6702.36,0.0,Y,High risk zone,665.07,7367.429999999999,385161.79,385161.79,0.0348028312811995,50,0,0,0,0,0,1,0,0,1,0,1500000,Agent,AG-1443,PT-1773,UW-1472,Annually,Private,IP-81620,MEM-12662,2024-12-15,2025-12-15,98537637201
POL-0014134,NB,In Force (IF),Standard (S),1,UIN-207,Motor Insurance,Third-Party,MEM-11546,VEH-10182,Third-Party Only,Metro,2025-10-05,2025-10-05,2026-10-05,2026-10-11,,Y,,POL-0014134,2025-10-05,2026-10-05,5871.78,0.0,5871.78,X,,0.0,5871.78,544330.81,544330.81,0.0242629577635515,0,0,0,0,0,0,0,0,0,1,1,1500000,Broker,AG-1135,PT-1787,UW-1265,Annually,Private,IP-95537,MEM-11546,2025-10-05,2026-10-05,98729959041
POL-0014135,PR,In Force (IF),Standard (S),1,UIN-922,Motor Insurance,Comprehensive,MEM-10297,VEH-14881,Comprehensive,Urban,2025-07-23,2025-07-23,2026-07-23,2026-07-23,,Y,POL-9187674,POL-8710276,2025-07-23,2026-07-23,16363.04,10015.13,6347.91,N,,0.0,16363.04,699411.77,699411.77,0.0220297860433988,35,1000,1000,0,0,1,0,0,0,1,1,1500000,Agent,AG-1904,PT-1466,UW-1512,Annually,Private,IP-82053,MEM-10297,2025-07-23,2026-07-23,99947025589
POL-0014136,NB,In Force (IF),Underwritten (U),1,UIN-874,Motor Insurance,Comprehensive,MEM-13036,VEH-10551,Comprehensive,Urban,2025-01-19,2025-01-19,2026-01-19,2026-01-24,,Y,,POL-0014136,2025-01-19,2026-01-19,29348.41,25777.63,3570.78,N,,0.0,29348.41,581981.39,581981.39,0.0442928783838521,0,700,1000,1,0,0,0,0,1,1,1,1500000,Bancassurance,AG-1353,PT-1409,UW-1118,Annually,Private,IP-90669,MEM-13036,2025-01-19,2026-01-19,97852386830
POL-0014137,NB,In Force (IF),Standard (S),1,UIN-261,Motor Insurance,Standalone OD,MEM-10304,VEH-11890,Stand-alone OD,Urban,2025-05-25,2025-05-25,2026-05-25,2026-05-25,,Y,,POL-0014137,2025-05-25,2026-05-25,14329.3,14329.3,0.0,X,,0.0,14329.3,442904.51,442904.51,0.0323530274164602,0,0,1000,0,0,0,0,0,1,0,1,1500000,Direct Online,AG-1642,PT-1126,UW-1857,Half-Yearly,Private,IP-48414,MEM-10304,2025-05-25,2026-05-25,97336555007
POL-0014138,PR,In Force (IF),Underwritten (U),1,UIN-480,Motor Insurance,Third-Party,MEM-12735,VEH-10490,Third-Party Only,Metro,2025-09-23,2025-09-23,2026-09-23,2026-09-25,,Y,POL-1245255,POL-8610505,2025-09-23,2026-09-23,5786.43,0.0,5786.43,N,,0.0,5786.43,372749.4,372749.4,0.0342929186188404,45,500,0,0,0,0,1,0,1,1,0,1500000,Broker,AG-1184,PT-1092,UW-1157,Annually,Private,IP-19676,MEM-12735,2025-09-23,2026-09-23,97371277825
POL-0014139,NB,In Force (IF),Underwritten (U),1,UIN-572,Motor Insurance,Comprehensive,MEM-13430,VEH-14266,Comprehensive,Metro,2025-04-04,2025-04-04,2026-04-04,2026-04-10,,Y,,POL-0014139,2025-04-04,2026-04-04,39330.96,33749.45,5581.51,X,,0.0,39330.96,836443.4,836443.4,0.0403487532343388,0,500,1500,0,0,0,0,0,0,0,0,1500000,Broker,AG-1368,PT-1666,UW-1506,Annually,Private,IP-93006,MEM-13430,2025-04-04,2026-04-04,99832962711
POL-0014140,PR,In Force (IF),Underwritten (U),1,UIN-889,Motor Insurance,Standalone OD,MEM-10793,VEH-13693,Stand-alone OD,Urban,2025-06-17,2025-06-17,2026-06-17,2026-06-22,,Y,POL-4353117,POL-6598783,2025-06-17,2026-06-17,5325.9,5325.9,0.0,N,,0.0,5325.9,506943.18,506943.18,0.0191016504025908,45,1000,1500,0,0,0,0,1,0,1,0,1500000,Direct Online,AG-1144,PT-1111,UW-1771,Annually,Private,IP-92696,MEM-10793,2025-06-17,2026-06-17,99533556731
POL-0014141,PR,In Force (IF),Underwritten (U),1,UIN-406,Motor Insurance,Third-Party,MEM-10961,VEH-10879,Third-Party Only,Metro,2025-03-28,2025-03-28,2026-03-28,2026-04-03,,Y,POL-1434302,POL-8684926,2025-03-28,2026-03-28,6449.99,0.0,5866.72,Y,Young driver surcharge,583.27,6449.99,413442.9,413442.9,0.0314411674011837,50,1000,0,0,0,0,0,0,1,0,0,1500000,Bancassurance,AG-1313,PT-1465,UW-1791,Annually,Private,IP-67033,MEM-10961,2025-03-28,2026-03-28,99103586755
POL-0014142,PR,In Force (IF),Standard (S),1,UIN-473,Motor Insurance,Standalone OD,MEM-12911,VEH-10637,Stand-alone OD,Urban,2025-07-26,2025-07-26,2026-07-26,2026-07-29,,Y,POL-6581321,POL-7210492,2025-07-26,2026-07-26,3750.73,3750.73,0.0,N,,0.0,3750.73,326871.15,326871.15,0.0229492747359855,50,0,1000,0,0,0,1,0,1,0,1,1500000,Direct Online,AG-1392,PT-1815,UW-1329,Annually,Private,IP-97195,MEM-12911,2025-07-26,2026-07-26,97708726316
POL-0014143,NB,In Force (IF),Standard (S),1,UIN-141,Motor Insurance,Standalone OD,MEM-12611,VEH-14420,Stand-alone OD,Metro,2025-07-19,2025-07-19,2026-07-19,2026-07-24,,Y,,POL-0014143,2025-07-19,2026-07-19,25093.46,25093.46,0.0,N,,0.0,25093.46,771888.75,771888.75,0.0325091638464784,0,700,2000,0,0,0,0,1,1,0,1,1500000,Direct Online,AG-1058,PT-1080,UW-1167,Annually,Private,IP-25714,MEM-12611,2025-07-19,2026-07-19,99559960385
POL-0014144,NB,In Force (IF),Underwritten (U),1,UIN-848,Motor Insurance,Standalone OD,MEM-13310,VEH-11585,Stand-alone OD,Rural,2024-10-28,2024-10-28,2025-10-28,2025-10-31,,Y,,POL-0014144,2024-10-28,2025-10-28,53668.93,48205.67,0.0,Y,NCB declaration error,5463.26,53668.93,1155306.79,1155306.79,0.0417254286847391,0,0,1000,0,0,0,0,0,1,1,1,1500000,Agent,AG-1367,PT-1002,UW-1956,Annually,Private,IP-99059,MEM-13310,2024-10-28,2025-10-28,98113326538
POL-0014145,NB,In Force (IF),Underwritten (U),1,UIN-257,Motor Insurance,Comprehensive,MEM-13466,VEH-13627,Comprehensive,Metro,2024-12-21,2024-12-21,2025-12-21,2025-12-27,,Y,,POL-0014145,2024-12-21,2025-12-21,20263.09,14967.43,5295.66,N,,0.0,20263.09,383083.74,383083.74,0.0390709116731736,0,1000,0,1,1,0,1,0,0,1,1,1500000,Agent,AG-1367,PT-1478,UW-1553,Annually,Private,IP-20676,MEM-13466,2024-12-21,2025-12-21,98957786121
POL-0014146,PR,In Force (IF),Underwritten (U),1,UIN-111,Motor Insurance,Standalone OD,MEM-11885,VEH-10948,Stand-alone OD,Urban,2025-02-05,2025-02-05,2026-02-05,2026-02-10,,Y,POL-6139335,POL-2015907,2025-02-05,2026-02-05,6572.81,6105.41,0.0,Y,High risk zone,467.4,6572.81,321951.31,321951.31,0.029175024595857,35,0,0,0,0,0,0,0,0,0,1,1500000,Broker,AG-1769,PT-1771,UW-1463,Annually,Private,IP-27752,MEM-11885,2025-02-05,2026-02-05,97947891716
POL-0014147,NB,In Force (IF),Standard (S),1,UIN-689,Motor Insurance,Comprehensive,MEM-10364,VEH-12968,Comprehensive,Rural,2025-10-01,2025-10-01,2026-10-01,2026-10-04,,Y,,POL-0014147,2025-10-01,2026-10-01,33479.42,31878.7,1600.72,X,,0.0,33479.42,1223324.75,1223324.75,0.0260590646168609,0,700,1000,0,0,0,1,1,0,1,1,1500000,Direct Online,AG-1733,PT-1780,UW-1388,Annually,Private,IP-28090,MEM-10364,2025-10-01,2026-10-01,98499998248
POL-0014148,PR,Terminated (TM),Underwritten (U),1,UIN-343,Motor Insurance,Comprehensive,MEM-11069,VEH-10390,Comprehensive,Urban,2024-04-25,2024-04-25,2025-04-25,2025-04-29,2025-04-25,X,POL-3212940,POL-1491056,2024-04-25,,52522.02,47020.76,5501.26,N,,0.0,52522.02,1059633.4,1059633.4,0.0443745582885909,0,1000,0,1,0,0,1,0,1,0,1,1500000,Direct Online,AG-1214,PT-1739,UW-1753,Annually,Private,IP-13863,MEM-11069,2024-04-25,2025-04-25,98482209591
POL-0014149,NB,In Force (IF),Underwritten (U),1,UIN-156,Motor Insurance,Third-Party,MEM-10483,VEH-10256,Third-Party Only,Metro,2025-03-22,2025-03-22,2026-03-22,2026-03-22,,Y,,POL-0014149,2025-03-22,2026-03-22,4281.21,0.0,3849.92,Y,NCB declaration error,431.29,4281.21,624192.39,624192.39,0.0445122452197075,0,700,0,0,0,0,0,0,1,1,0,1500000,Broker,AG-1556,PT-1467,UW-1090,Annually,Private,IP-93875,MEM-10483,2025-03-22,2026-03-22,99107338310
POL-0014150,NB,Expired (XP),Underwritten (U),1,UIN-328,Motor Insurance,Third-Party,MEM-11584,VEH-12350,Third-Party Only,Metro,2024-06-21,2024-06-21,2025-06-21,2025-06-27,,N,,POL-0014150,2024-06-21,,1622.39,0.0,1622.39,N,,0.0,1622.39,343285.32,343285.32,0.0438214719940182,0,1000,0,0,0,0,1,0,1,1,0,1500000,Broker,AG-1835,PT-1143,UW-1210,Annually,Private,IP-20912,MEM-11584,2024-06-21,2025-06-21,99168619404
POL-0014151,NB,In Force (IF),Standard (S),1,UIN-642,Motor Insurance,Comprehensive,MEM-13111,VEH-10141,Comprehensive,Urban,2025-06-08,2025-06-08,2026-06-08,2026-06-10,,Y,,POL-0014151,2025-06-08,2026-06-08,13975.3,10885.86,3089.44,X,,0.0,13975.3,492858.62,492858.62,0.0220871804687879,0,1000,0,1,1,1,1,0,0,1,1,1500000,Bancassurance,AG-1308,PT-1791,UW-1402,Monthly,Private,IP-88832,MEM-13111,2025-06-08,2026-06-08,99841496598
POL-0014152,NB,In Force (IF),Underwritten (U),1,UIN-701,Motor Insurance,Comprehensive,MEM-13069,VEH-14994,Comprehensive,Rural,2025-04-02,2025-04-02,2026-04-02,2026-04-04,,Y,,POL-0014152,2025-04-02,2026-04-02,50073.74,43387.94,6685.8,N,,0.0,50073.740000000005,1224037.0,1224037.0,0.0354465887913229,0,500,1000,1,1,0,1,1,1,0,1,1500000,Broker,AG-1259,PT-1344,UW-1900,Half-Yearly,Private,IP-93788,MEM-13069,2025-04-02,2026-04-02,99900667640
POL-0014153,PR,In Force (IF),Standard (S),1,UIN-336,Motor Insurance,Standalone OD,MEM-11829,VEH-14616,Stand-alone OD,Urban,2025-05-06,2025-05-06,2026-05-06,2026-05-06,,Y,POL-2935620,POL-7283556,2025-05-06,2026-05-06,7485.63,6804.21,0.0,Y,NCB declaration error,681.42,7485.63,319886.56,319886.56,0.0386739758585003,45,700,1500,0,0,0,0,0,0,1,1,1500000,Bancassurance,AG-1828,PT-1451,UW-1792,Annually,Private,IP-22307,MEM-11829,2025-05-06,2026-05-06,99372914021
POL-0014154,NB,In Force (IF),Underwritten (U),1,UIN-982,Motor Insurance,Comprehensive,MEM-10742,VEH-10480,Comprehensive,Urban,2025-10-13,2025-10-13,2026-10-13,2026-10-17,,Y,,POL-0014154,2025-10-13,2026-10-13,6386.0,4822.48,1563.52,X,,0.0,6386.0,231911.83,231911.83,0.0207944462652244,0,1000,1500,1,1,0,1,0,1,0,0,1500000,Agent,AG-1576,PT-1401,UW-1898,Annually,Private,IP-71006,MEM-10742,2025-10-13,2026-10-13,98090362807
POL-0014155,NB,Terminated (TM),Standard (S),1,UIN-176,Motor Insurance,Third-Party,MEM-12461,VEH-13518,Third-Party Only,Metro,2024-07-04,2024-07-04,2025-07-04,2025-07-04,2025-07-04,X,,POL-0014155,2024-07-04,,6702.82,0.0,6360.93,Y,High risk zone,341.89,6702.820000000001,656499.76,656499.76,0.0382743214981819,0,1000,0,0,0,0,0,0,0,0,0,1500000,Direct Online,AG-1677,PT-1057,UW-1389,Annually,Private,IP-88788,MEM-12461,2024-07-04,2025-07-04,99087381705
POL-0014156,PR,In Force (IF),Standard (S),1,UIN-231,Motor Insurance,Comprehensive,MEM-13070,VEH-10580,Comprehensive,Urban,2024-11-04,2024-11-04,2025-11-04,2025-11-06,,Y,POL-7937208,POL-9449743,2024-11-04,2025-11-04,19193.78,11257.9,6519.97,Y,High risk zone,1415.91,19193.78,477834.19,477834.19,0.0294503448090719,20,0,2000,0,0,0,1,0,1,1,1,1500000,Agent,AG-1429,PT-1803,UW-1218,Half-Yearly,Private,IP-79759,MEM-13070,2024-11-04,2025-11-04,98001576229
POL-0014157,NB,In Force (IF),Standard (S),1,UIN-262,Motor Insurance,Third-Party,MEM-11254,VEH-12315,Third-Party Only,Urban,2025-05-07,2025-05-07,2026-05-07,2026-05-07,,Y,,POL-0014157,2025-05-07,2026-05-07,3277.63,0.0,3277.63,N,,0.0,3277.63,621756.58,621756.58,0.0430283944041303,0,500,0,0,0,0,0,0,1,1,0,1500000,Agent,AG-1854,PT-1981,UW-1068,Annually,Private,IP-56614,MEM-11254,2025-05-07,2026-05-07,98821868902
POL-0014158,NB,In Force (IF),Standard (S),1,UIN-491,Motor Insurance,Third-Party,MEM-12046,VEH-12621,Third-Party Only,Urban,2025-08-10,2025-08-10,2026-08-10,2026-08-14,,Y,,POL-0014158,2025-08-10,2026-08-10,6668.15,0.0,5846.91,Y,Young driver surcharge,821.24,6668.15,864882.32,864882.32,0.0293774652893128,0,500,0,0,0,0,0,1,1,1,1,1500000,Agent,AG-1499,PT-1364,UW-1293,Annually,Private,IP-46822,MEM-12046,2025-08-10,2026-08-10,97591785529
POL-0014159,PR,In Force (IF),Standard (S),1,UIN-945,Motor Insurance,Standalone OD,MEM-12086,VEH-11557,Stand-alone OD,Urban,2025-08-19,2025-08-19,2026-08-19,2026-08-26,,Y,POL-4637064,POL-4042402,2025-08-19,2026-08-19,6384.62,6384.62,0.0,X,,0.0,6384.62,304783.42,304783.42,0.0279307391845948,25,1000,1500,0,0,0,0,0,1,1,1,1500000,Broker,AG-1632,PT-1710,UW-1562,Annually,Private,IP-83089,MEM-12086,2025-08-19,2026-08-19,98462396437
POL-0014160,PR,In Force (IF),Standard (S),1,UIN-582,Motor Insurance,Third-Party,MEM-13437,VEH-14499,Third-Party Only,Metro,2025-03-11,2025-03-11,2026-03-11,2026-03-14,,Y,POL-6418135,POL-1835356,2025-03-11,2026-03-11,6798.51,0.0,6798.51,N,,0.0,6798.51,393832.25,393832.25,0.0256991445224713,20,1000,0,0,0,0,1,1,0,1,1,1500000,Bancassurance,AG-1669,PT-1139,UW-1908,Annually,Private,IP-23145,MEM-13437,2025-03-11,2026-03-11,98160940139
POL-0014161,PR,In Force (IF),Underwritten (U),1,UIN-386,Motor Insurance,Standalone OD,MEM-10834,VEH-10177,Stand-alone OD,Rural,2024-10-31,2024-10-31,2025-10-31,2025-10-31,,Y,POL-4488064,POL-6708992,2024-10-31,2025-10-31,9168.41,9168.41,0.0,N,,0.0,9168.41,618597.76,618597.76,0.029642553527747,50,1000,1000,0,0,0,1,0,0,0,0,1500000,Broker,AG-1689,PT-1741,UW-1240,Annually,Private,IP-25054,MEM-10834,2024-10-31,2025-10-31,98264011831
POL-0014162,PR,Expired (XP),Standard (S),1,UIN-211,Motor Insurance,Standalone OD,MEM-11752,VEH-10720,Stand-alone OD,Urban,2024-04-22,2024-04-22,2025-04-22,2025-04-29,,N,POL-3063981,POL-4831233,2024-04-22,,10341.76,10341.76,0.0,N,,0.0,10341.76,362132.93,362132.93,0.0285578984150259,0,500,1500,0,0,0,0,1,1,0,0,1500000,Broker,AG-1627,PT-1604,UW-1144,Annually,Private,IP-17235,MEM-11752,2024-04-22,2025-04-22,98875836988
POL-0014163,PR,In Force (IF),Standard (S),1,UIN-575,Motor Insurance,Comprehensive,MEM-10559,VEH-11328,Comprehensive,Urban,2025-05-04,2025-05-04,2026-05-04,2026-05-11,,Y,POL-7531287,POL-6350909,2025-05-04,2026-05-04,19338.38,16224.47,3113.91,N,,0.0,19338.38,717263.56,717263.56,0.0411271838278985,45,0,1000,1,1,0,0,0,0,0,1,1500000,Bancassurance,AG-1742,PT-1262,UW-1372,Annually,Private,IP-60762,MEM-10559,2025-05-04,2026-05-04,97146099158
POL-0014164,NB,In Force (IF),Underwritten (U),1,UIN-604,Motor Insurance,Comprehensive,MEM-10294,VEH-12800,Comprehensive,Urban,2025-10-17,2025-10-17,2026-10-17,2026-10-18,,Y,,POL-0014164,2025-10-17,2026-10-17,18328.45,11562.64,5516.32,Y,Young driver surcharge,1249.49,18328.45,337407.54,337407.54,0.034269072679439,0,0,1500,1,0,0,0,0,1,1,0,1500000,Broker,AG-1520,PT-1816,UW-1160,Annually,Private,IP-13233,MEM-10294,2025-10-17,2026-10-17,99742586009
POL-0014165,PR,Terminated (TM),Standard (S),1,UIN-269,Motor Insurance,Third-Party,MEM-10258,VEH-11963,Third-Party Only,Urban,2024-05-11,2024-05-11,2025-05-11,2025-05-16,2025-05-11,X,POL-9614097,POL-2310317,2024-05-11,,6223.53,0.0,6223.53,N,,0.0,6223.53,310556.55,310556.55,0.0172762512058466,0,500,0,0,0,0,1,1,0,0,0,1500000,Direct Online,AG-1101,PT-1547,UW-1821,Annually,Private,IP-14013,MEM-10258,2024-05-11,2025-05-11,99378216830
